Topic,SourceWord,Lang1,Lang2,Word1,Word2,WordSimilarity,mean,std,z_score,OutlierType
emotions,nirvana,PT-PT,el,nˌiɾəvˈɐ̃nɐ,nirvˈana,0.875,0.203,0.174,3.869,Positive
furniture,tansu,da,el,tˈansʔu,(en)tˈansuː(el),1.000,0.208,0.205,3.864,Positive
body,capillary,de,pl,kˌɑpɪlˈɑːrə,kˌapilˈara,0.875,0.160,0.185,3.864,Positive
body,diaphragm,de,pl,mɛmbɾˈɑːn,mɛmbrˈana,0.875,0.160,0.185,3.864,Positive
house,lanai,nl,it,lˈaːnɑj,lanˈaj,1.000,0.213,0.204,3.862,Positive
house,portico,nl,it,pˈɔrtikˌoː,pˈɔrtiko,1.000,0.213,0.204,3.862,Positive
shopping,bill,cs,el,bˈil,(en)bˈɪl(el),1.000,0.232,0.199,3.856,Positive
shopping,fit,cs,el,fˈit,(en)fˈɪt(el),1.000,0.232,0.199,3.856,Positive
shopping,style,cs,el,stˈil,stˈil,1.000,0.232,0.199,3.856,Positive
shopping,electronics,da,el,ˌelεktʁˌʔonˈʔik,ˌilektrˌonikˈa,0.727,0.169,0.145,3.855,Positive
furniture,tansu,en,cs,tˈænsuː,tˈansu,1.000,0.239,0.198,3.851,Positive
business,temp,it,el,tˈɛmp,(en)tˈɛmp(el),1.000,0.233,0.199,3.850,Positive
business,winwin,it,el,wˈinwin,(en)wˈɪnwɪn(el),1.000,0.233,0.199,3.850,Positive
business,bonus,it,el,bˈonʊs,bˈonus,1.000,0.233,0.199,3.850,Positive
business,fax,it,el,fˈaks,fˈaks,1.000,0.233,0.199,3.850,Positive
shopping,warranty,PT-PT,hu,ɡˌɐɾɐ̃ŋtˈiɐ,ɡˈɑrɑntsiɑ,0.889,0.205,0.178,3.849,Positive
shopping,electronics,nl,el,ˌeːlɛktrˈoːnikˌaː,ˌilektrˌonikˈa,0.909,0.198,0.185,3.848,Positive
body,skeleton,ro,pl,skelˈet,ʃkʲˈɛlɛt,1.000,0.191,0.210,3.846,Positive
body,pore,ro,pl,pˈor,pˈɔr,1.000,0.191,0.210,3.846,Positive
body,scalp,ro,pl,skˈalp,skˈalp,1.000,0.191,0.210,3.846,Positive
family,kith,PT-PT,el,(en)kˈɪθ(pt-pt),(en)kˈɪθ(el),1.000,0.213,0.205,3.834,Positive
family,papa,PT-PT,el,pɐpˈa,(en)pɐpˈɑː(el),1.000,0.213,0.205,3.834,Positive
family,mama,PT-PT,el,mɐ̃mˈɐ̃,(en)mˈamɐ(el),1.000,0.213,0.205,3.834,Positive
family,aunt,PT-PT,el,tˈiɐ,θˈia,1.000,0.213,0.205,3.834,Positive
family,mommy,PT-PT,el,mɐ̃mˈɐ̃,mamˈa,1.000,0.213,0.205,3.834,Positive
body,anatomy,da,el,ˌanatˈʔomˈʔi,ˌanatomˈia,0.875,0.173,0.183,3.833,Positive
business,net,ro,el,nˈet,(en)nˈɛt(el),1.000,0.207,0.207,3.831,Positive
business,temp,ro,el,tˈemp,(en)tˈɛmp(el),1.000,0.207,0.207,3.831,Positive
business,winwin,ro,el,winwˈin,(en)wˈɪnwɪn(el),1.000,0.207,0.207,3.831,Positive
business,bonus,ro,el,bˈonus,bˈonus,1.000,0.207,0.207,3.831,Positive
business,fax,ro,el,fˈaks,fˈaks,1.000,0.207,0.207,3.831,Positive
emotions,sarcastic,nl,el,sɑrkˈɑstis,sˌarkastikˈo,0.800,0.187,0.160,3.828,Positive
personal qualities,dramatic,PT-PT,el,dɹɐmˈatikʊ,ðrˌamatikˈo,0.889,0.206,0.178,3.827,Positive
personal qualities,analytical,PT-PT,el,ɐnɐlˈitikʊ,ˌanalˌitikˈo,0.889,0.206,0.178,3.827,Positive
shopping,electronics,hu,el,ˈɛlɛktronikɑ,ˌilektrˌonikˈa,0.909,0.200,0.185,3.827,Positive
house,garage,it,pl,ɡarˈaʒ,ɡˈaraʃ,1.000,0.225,0.203,3.822,Positive
house,inglenook,it,pl,iŋɡlenˈɔok,ˌiŋɡlɛnˈɔɔk,1.000,0.225,0.203,3.822,Positive
shopping,electronics,pl,el,ˌɛlɛktrˈɔɲikˌa,ˌilektrˌonikˈa,0.909,0.209,0.183,3.821,Positive
body,organs,fr,pl,ɔʁɡˈan,ɔrɡˈanɨ,0.833,0.165,0.175,3.816,Positive
business,temp,nl,el,tˈɛmp,(en)tˈɛmp(el),1.000,0.204,0.209,3.815,Positive
business,fax,nl,el,fˈɑks,fˈaks,1.000,0.204,0.209,3.815,Positive
business,net,nl,el,nˈɛt,(en)nˈɛt(el),1.000,0.204,0.209,3.815,Positive
business,offline,nl,el,(en)ˈɒflaɪn(nl),(en)ˈɒflaɪn(el),1.000,0.204,0.209,3.815,Positive
business,online,nl,el,(en)ˈɒnlaɪn(nl),(en)ˈɒnlaɪn(el),1.000,0.204,0.209,3.815,Positive
shopping,electronics,cs,it,ˈelektrˌonika,eletːrˈɔnika,0.909,0.238,0.176,3.813,Positive
house,trim,cs,da,trˈim,tʁˈʔim,1.000,0.202,0.209,3.812,Positive
house,duct,cs,da,kˈanaːl,kanˈal,1.000,0.202,0.209,3.812,Positive
house,lanai,cs,da,lˈanai,lˈanaˌʔi,1.000,0.202,0.209,3.812,Positive
house,mat,cs,da,mˈat,mˈat,1.000,0.202,0.209,3.812,Positive
family,nana,cs,PT-PT,nˈana,nˈɐ̃nɐ,1.000,0.224,0.204,3.811,Positive
family,papa,cs,PT-PT,pˈapa,pɐpˈa,1.000,0.224,0.204,3.811,Positive
family,pop,cs,PT-PT,pˈop,pˈɔp,1.000,0.224,0.204,3.811,Positive
emotions,sarcastic,fr,el,saʁkastˈik,sˌarkastikˈo,0.900,0.202,0.183,3.809,Positive
furniture,tansu,el,NB,(en)tˈansuː(el),tˈɑnsʉː,1.000,0.225,0.204,3.806,Positive
furniture,vitrine,el,NB,vitrˈina,vˈɪtriːna,1.000,0.225,0.204,3.806,Positive
family,mommy,pl,el,mˈama,mamˈa,1.000,0.219,0.205,3.805,Positive
family,clan,pl,el,klˈan,(en)klˈan(el),1.000,0.219,0.205,3.805,Positive
family,papa,pl,el,pˈapa,(en)pɐpˈɑː(el),1.000,0.219,0.205,3.805,Positive
family,mom,pl,el,mˈama,mamˈa,1.000,0.219,0.205,3.805,Positive
family,mama,pl,el,mˈama,(en)mˈamɐ(el),1.000,0.219,0.205,3.805,Positive
emotions,fury,PT-PT,pl,fˈuɾjɐ,fˈurja,1.000,0.205,0.209,3.804,Positive
body,fibula,cs,da,fˈibula,fˈʔibʔulˌa,1.000,0.194,0.212,3.802,Positive
body,ulna,cs,da,ˈulna,ˈʔulna,1.000,0.194,0.212,3.802,Positive
body,iris,cs,da,ˈiris,ˈʔiʁʔis,1.000,0.194,0.212,3.802,Positive
body,iris,fr,hu,iʁˈis,ˈiːris,1.000,0.198,0.211,3.801,Positive
body,torso,fr,hu,tˈɔʁs,tˈørʒ,1.000,0.198,0.211,3.801,Positive
family,relative,hu,NB,rˈɛlɑtiːv,rˈeːlatˌiːv,1.000,0.200,0.211,3.800,Positive
family,papa,hu,NB,pˈɑpɑ,pˈɑpːɑ,1.000,0.200,0.211,3.800,Positive
family,partner,hu,NB,pˈɑrtnɛr,pˈɑrtnər,1.000,0.200,0.211,3.800,Positive
family,nana,hu,NB,nˈɑnɑ,nˈanɑ,1.000,0.200,0.211,3.800,Positive
family,clan,hu,NB,klˈaːn,klˈan,1.000,0.200,0.211,3.800,Positive
personal qualities,testy,es,el,tˈesti,(en)tˈɛsti(el),1.000,0.237,0.201,3.799,Positive
personal qualities,frank,es,el,fɾˈaŋk,(en)fɹˈaŋk(el),1.000,0.237,0.201,3.799,Positive
personal qualities,practical,es,el,pɾˈaktiko,prˌaktikˈo,1.000,0.237,0.201,3.799,Positive
personal qualities,dramatic,es,el,dɾamˈatiko,ðrˌamatikˈo,1.000,0.237,0.201,3.799,Positive
personal qualities,snobby,es,el,snˈob,snˈob,1.000,0.237,0.201,3.799,Positive
emotions,agony,de,el,ˌɑɡoːnˈiː,ˌaɣonˈia,0.833,0.182,0.172,3.793,Positive
furniture,fauteuil,PT-PT,hu,fˌaʊteʊˈil,fˈɑutɛuil,1.000,0.230,0.204,3.781,Positive
furniture,futon,PT-PT,hu,futˈoŋ,fˈuton,1.000,0.230,0.204,3.781,Positive
furniture,tansu,PT-PT,hu,tɐ̃ŋsˈu,tˈɑnʃu,1.000,0.230,0.204,3.781,Positive
family,kith,ro,da,kˈith,kˈʔith,1.000,0.211,0.209,3.779,Positive
family,family,ro,da,famˈilje,famˈʔiljə,1.000,0.211,0.209,3.779,Positive
family,clan,ro,da,klˈan,klˈan,1.000,0.211,0.209,3.779,Positive
family,nana,ro,da,nˈana,nˈana,1.000,0.211,0.209,3.779,Positive
emotions,fatalistic,PT-PT,hu,fˌɐtɐlˈiʃtɐ,fˈɑtɑliʃtɑ,1.000,0.201,0.212,3.777,Positive
emotions,sympathy,PT-PT,hu,sˌimpɐtˈiɐ,sˈimpaːtiɑ,1.000,0.201,0.212,3.777,Positive
body,anatomy,da,pl,ˌanatˈʔomˈʔi,ˌanatˈɔmja,0.750,0.141,0.161,3.775,Positive
body,capillary,da,pl,kˈapʔilˌεɐ̯,kˌapilˈara,0.750,0.141,0.161,3.775,Positive
family,mama,fr,el,mamˈɑ̃,(en)mˈamɐ(el),1.000,0.221,0.207,3.773,Positive
family,mommy,fr,el,mamˈɑ̃,mamˈa,1.000,0.221,0.207,3.773,Positive
family,papa,fr,el,papˈa,(en)pɐpˈɑː(el),1.000,0.221,0.207,3.773,Positive
family,kith,fr,el,(en)kˈɪθ(fr),(en)kˈɪθ(el),1.000,0.221,0.207,3.773,Positive
family,mom,fr,el,mamˈɑ̃,mamˈa,1.000,0.221,0.207,3.773,Positive
house,library,PT-PT,da,bˌibliutˈɛkɐ,bˌʔiblʔiotˈek,0.800,0.201,0.159,3.772,Positive
body,anatomy,it,pl,anatomˈia,ˌanatˈɔmja,0.875,0.192,0.181,3.769,Positive
house,mat,en,cs,mˈæt,mˈat,1.000,0.211,0.209,3.767,Positive
house,home,en,cs,hˈoʊm,hˈoʊm,1.000,0.211,0.209,3.767,Positive
house,trim,en,cs,tɹˈɪm,trˈim,1.000,0.211,0.209,3.767,Positive
house,lanai,en,cs,lˈænaɪ,lˈanai,1.000,0.211,0.209,3.767,Positive
house,newel,en,cs,nˈuːəl,ɲˈuːel,1.000,0.211,0.209,3.767,Positive
emotions,misery,PT-PT,el,mˌizˈɛɾjɐ,mizˈeriˌa,0.857,0.203,0.174,3.766,Positive
emotions,hysteria,PT-PT,el,ˌiʃtɨɾˈiɐ,ˌisterˈia,0.857,0.203,0.174,3.766,Positive
emotions,ecstasy,PT-PT,el,ˌekstˈazi,ˈekstasˌi,0.857,0.203,0.174,3.766,Positive
house,shower,fr,el,dˈuʃ,dˈus,1.000,0.213,0.209,3.758,Positive
house,mat,fr,el,mˈat,(en)mˈat(el),1.000,0.213,0.209,3.758,Positive
family,mama,en,hu,mˈɑːmɐ,mˈɑmɑ,1.000,0.207,0.211,3.757,Positive
family,clan,en,hu,klˈæn,klˈaːn,1.000,0.207,0.211,3.757,Positive
family,mommy,en,hu,mˈɑːmi,mˈɑmi,1.000,0.207,0.211,3.757,Positive
body,anatomy,da,fr,ˌanatˈʔomˈʔi,anatomˈi,1.000,0.204,0.212,3.756,Positive
body,iris,da,fr,ˈʔiʁʔis,iʁˈis,1.000,0.204,0.212,3.756,Positive
shopping,electronics,fr,el,elɛktʁonˈik,ˌilektrˌonikˈa,0.818,0.207,0.163,3.756,Positive
house,fan,it,hu,ventilatˈore,vˈɛntilaːtor,0.909,0.196,0.190,3.756,Positive
personal qualities,frank,da,el,fʁˈ?ɑnk,(en)fɹˈaŋk(el),0.833,0.183,0.173,3.755,Positive
family,clan,de,pl,klˈɑːn,klˈan,1.000,0.227,0.206,3.755,Positive
family,papa,de,pl,pˈɑpɑː,pˈapa,1.000,0.227,0.206,3.755,Positive
family,mama,de,pl,mˈɑmɑː,mˈama,1.000,0.227,0.206,3.755,Positive
family,pop,de,pl,pˈoːp,pˈɔp,1.000,0.227,0.206,3.755,Positive
emotions,shock,cs,NB,ʃˈok,ʃˈɔkː,1.000,0.210,0.211,3.751,Positive
emotions,alarm,cs,NB,ˈalarm,ˈalɑrm,1.000,0.210,0.211,3.751,Positive
emotions,nirvana,cs,NB,ɲˈirvana,nˈɪrvanˌɑ,1.000,0.210,0.211,3.751,Positive
furniture,display cabinet,cs,el,vˈitriːna,vitrˈina,1.000,0.215,0.209,3.750,Positive
furniture,vitrine,cs,el,vˈitriːna,vitrˈina,1.000,0.215,0.209,3.750,Positive
furniture,tansu,cs,el,tˈansu,(en)tˈansuː(el),1.000,0.215,0.209,3.750,Positive
house,column,it,NB,kolˈonna,kˈuːlɔnna,0.857,0.204,0.174,3.749,Positive
emotions,hysteria,hu,el,hˈisteːriɑ,ˌisterˈia,0.875,0.186,0.184,3.743,Positive
shopping,electronics,cs,fr,ˈelektrˌonika,elɛktʁonˈik,0.909,0.204,0.188,3.743,Positive
house,sash,en,el,sˈæʃ,(en)sˈaʃ(el),1.000,0.213,0.211,3.738,Positive
house,trim,en,el,tɹˈɪm,(en)tɹˈɪm(el),1.000,0.213,0.211,3.738,Positive
house,mat,en,el,mˈæt,(en)mˈat(el),1.000,0.213,0.211,3.738,Positive
house,jamb,en,el,dʒˈæm,(en)dʒˈam(el),1.000,0.213,0.211,3.738,Positive
house,lanai,en,el,lˈænaɪ,(en)lˈanaɪ(el),1.000,0.213,0.211,3.738,Positive
house,nook,en,el,nˈʊk,(en)nˈʊk(el),1.000,0.213,0.211,3.738,Positive
house,inglenook,en,el,ɪŋɡlˈɛnʊk,(en)ɪŋɡlˈɛnʊk(el),1.000,0.213,0.211,3.738,Positive
personal qualities,dainty,pl,el,dˌɛlikˈatnɨ,dˌelikˈato,0.778,0.187,0.158,3.732,Positive
emotions,nirvana,nl,pl,nɪrvˈaːnaː,ɲirvˈana,1.000,0.199,0.215,3.729,Positive
emotions,alarm,nl,pl,ˈaːlɑrm,ˈalarm,1.000,0.199,0.215,3.729,Positive
house,lamp,cs,PT-PT,lˈampa,lˈɐ̃mpɐdɐ,0.714,0.176,0.144,3.729,Positive
family,relative,ro,NB,relatˈiv,rˈeːlatˌiːv,1.000,0.213,0.211,3.726,Positive
family,nana,ro,NB,nˈana,nˈanɑ,1.000,0.213,0.211,3.726,Positive
family,clan,ro,NB,klˈan,klˈan,1.000,0.213,0.211,3.726,Positive
medical terms,shock,pl,el,ʃˈɔk,sˈok,1.000,0.218,0.210,3.724,Positive
furniture,tansu,en,es,tˈænsuː,tˈansu,1.000,0.236,0.205,3.722,Positive
house,mat,en,es,mˈæt,mˈat,1.000,0.219,0.210,3.722,Positive
house,lanai,en,es,lˈænaɪ,lˈanaɪ,1.000,0.219,0.210,3.722,Positive
shopping,currency,it,da,vˈalʊta,ʋalˈʔuta,1.000,0.264,0.198,3.721,Positive
emotions,ecstasy,de,PT-PT,ˈɛkstazˌiː,ˌekstˈazi,1.000,0.214,0.211,3.721,Positive
business,bonus,el,NB,bˈonus,bˈuːnʉːs,0.800,0.184,0.166,3.720,Positive
emotions,enthusiasm,es,el,ˌentusjˈasmo,ˌenθusjasmˈos,0.909,0.224,0.184,3.719,Positive
emotions,aggressive,hu,NB,ˈɑɡrɛssiːv,ˈɑɡːrəssˌiːv,1.000,0.202,0.215,3.714,Positive
emotions,nirvana,hu,NB,nˈirvaːnɑ,nˈɪrvanˌɑ,1.000,0.202,0.215,3.714,Positive
emotions,passive,hu,NB,pˈɑssiːv,pˈɑssiːv,1.000,0.202,0.215,3.714,Positive
emotions,panic,hu,NB,pˈaːnik,pˈanɪkː,1.000,0.202,0.215,3.714,Positive
emotions,shock,hu,NB,ʃˈokː,ʃˈɔkː,1.000,0.202,0.215,3.714,Positive
personal qualities,dramatic,ro,el,dramˈatik,ðrˌamatikˈo,0.889,0.208,0.184,3.709,Positive
house,library,PT-PT,NB,bˌibliutˈɛkɐ,bˈɪbliːˌuːtək,0.900,0.215,0.185,3.702,Positive
emotions,sarcastic,el,NB,sˌarkastikˈo,sˈɑrkɑstˌɪsk,0.800,0.179,0.168,3.701,Positive
furniture,tansu,en,pl,tˈænsuː,tˈansu,1.000,0.230,0.208,3.700,Positive
personal qualities,buff,pl,NB,bˈuff,bˈʉff,1.000,0.237,0.206,3.700,Positive
personal qualities,chic,nl,pl,ʃˈɪk,ʃˈɨk,1.000,0.220,0.211,3.699,Positive
personal qualities,realistic,nl,el,rˌeːaːlˈɪstis,rˌealˌistikˈo,0.800,0.187,0.166,3.696,Positive
personal qualities,smart,nl,el,smˈɑrt,(en)smˈɑːt(el),0.800,0.187,0.166,3.696,Positive
shopping,coupon,ro,hu,kupˈon,kˈupon,1.000,0.221,0.211,3.696,Positive
emotions,ecstatic,nl,el,ɛkstˈaːtis,ˌekstaticˈi,0.778,0.187,0.160,3.689,Positive
body,capillary,pl,NB,kˌapilˈara,kˈapɪllˌaːr,0.750,0.150,0.163,3.686,Positive
house,picture,nl,es,fˈoːtoː,fˈoto,1.000,0.221,0.211,3.682,Positive
house,portico,nl,es,pˈɔrtikˌoː,pˈoɾtiko,1.000,0.221,0.211,3.682,Positive
house,mat,nl,es,mˈɑt,mˈat,1.000,0.221,0.211,3.682,Positive
personal qualities,eventempered,pl,hu,ˌɛvɛntɛmpˈɛrɛt,ˈɛvɛntɛmpɛrɛd,0.917,0.201,0.194,3.682,Positive
personal qualities,venal,da,hu,ʋˈʔenal,vˈɛnɑl,1.000,0.197,0.218,3.680,Positive
personal qualities,stable,da,hu,stabˈil,ʃtˈɑbil,1.000,0.197,0.218,3.680,Positive
personal qualities,chic,de,pl,ʃˈɪk,ʃˈɨk,1.000,0.220,0.212,3.676,Positive
personal qualities,patient,de,pl,patsjˈɛnt,pˈatsjɛnt,1.000,0.220,0.212,3.676,Positive
emotions,sad,ro,da,trˈist,tʁˈʔist,1.000,0.210,0.215,3.674,Positive
emotions,venal,ro,da,venˈal,ʋˈʔenal,1.000,0.210,0.215,3.674,Positive
body,pinky,en,hu,pˈɪŋki,pˈinki,1.000,0.204,0.217,3.674,Positive
emotions,nirvana,da,pl,nʔiɐ̯ʋˈana,ɲirvˈana,0.857,0.178,0.185,3.672,Positive
furniture,armoire,en,fr,ˈɑːɹmwɑːɹ,aʁmwˈaʁ,1.000,0.228,0.210,3.671,Positive
furniture,vitrine,en,fr,vˈɪtɹiːn,vitʁˈin,1.000,0.228,0.210,3.671,Positive
shopping,coupon,cs,NB,kˈupoːn,kˈʉːpɔŋ,1.000,0.238,0.208,3.670,Positive
shopping,style,cs,NB,stˈil,stˈiːl,1.000,0.238,0.208,3.670,Positive
emotions,shock,pl,hu,ʃˈɔk,ʃˈokː,1.000,0.204,0.217,3.669,Positive
emotions,nirvana,pl,hu,ɲirvˈana,nˈirvaːnɑ,1.000,0.204,0.217,3.669,Positive
emotions,ornery,pl,hu,ɔrnˈɛrɨ,ˈornɛri,1.000,0.204,0.217,3.669,Positive
emotions,terror,pl,hu,tˈɛrɔr,tˈɛror,1.000,0.204,0.217,3.669,Positive
business,monopoly,fr,el,monopˈɔl,mˌonopˈoʎo,0.875,0.212,0.181,3.668,Positive
body,fibula,PT-PT,da,fˈibulɐ,fˈʔibʔulˌa,1.000,0.216,0.214,3.667,Positive
body,iris,PT-PT,da,ˈiɾiʃ,ˈʔiʁʔis,1.000,0.216,0.214,3.667,Positive
body,anus,PT-PT,da,ˈɐ̃nuʃ,ˈanʔus,1.000,0.216,0.214,3.667,Positive
house,lanai,en,hu,lˈænaɪ,lˈɑnɑi,1.000,0.203,0.217,3.665,Positive
house,loft,en,hu,lˈɔft,lˈoft,1.000,0.203,0.217,3.665,Positive
house,vent,en,hu,vˈɛnt,vˈɛnt,1.000,0.203,0.217,3.665,Positive
house,mat,en,hu,mˈæt,mˈɑt,1.000,0.203,0.217,3.665,Positive
house,trim,en,hu,tɹˈɪm,trˈim,1.000,0.203,0.217,3.665,Positive
business,monopoly,pl,el,mɔnˈɔpɔl,mˌonopˈoʎo,0.875,0.208,0.182,3.665,Positive
shopping,electronics,it,hu,eletːrˈɔnika,ˈɛlɛktronikɑ,0.909,0.212,0.190,3.663,Positive
family,mommy,nl,el,mˈaːmaː,mamˈa,1.000,0.202,0.218,3.662,Positive
family,mama,nl,el,mˈaːmaː,(en)mˈamɐ(el),1.000,0.202,0.218,3.662,Positive
family,clan,nl,el,klˈɑn,(en)klˈan(el),1.000,0.202,0.218,3.662,Positive
family,kith,nl,el,kˈɪt,(en)kˈɪθ(el),1.000,0.202,0.218,3.662,Positive
family,mom,nl,el,mˈaːmaː,mamˈa,1.000,0.202,0.218,3.662,Positive
family,papa,nl,el,pˈaːpaː,(en)pɐpˈɑː(el),1.000,0.202,0.218,3.662,Positive
emotions,panic,da,el,panˈʔik,pˌanikˈos,0.714,0.159,0.152,3.662,Positive
emotions,ecstasy,da,el,ˈεstasˌʔi,ˈekstasˌi,0.714,0.159,0.152,3.662,Positive
house,loft,de,hu,lˈɔft,lˈoft,1.000,0.208,0.216,3.661,Positive
house,lanai,de,hu,lˈɑnaɪ,lˈɑnɑi,1.000,0.208,0.216,3.661,Positive
house,mop,de,hu,mˈɔp,mˈop,1.000,0.208,0.216,3.661,Positive
shopping,coupon,ro,el,kupˈon,kupˈoni,0.833,0.204,0.172,3.660,Positive
house,faucet,nl,pl,krˈaːn,krˈan,1.000,0.203,0.218,3.652,Positive
house,mop,nl,pl,mˈɔp,mˈɔp,1.000,0.203,0.218,3.652,Positive
house,concrete,nl,pl,bətˈɔn,bˈɛtɔn,1.000,0.203,0.218,3.652,Positive
family,nephew,da,fr,nʔeʋˈʔœ,nəvˈø,1.000,0.220,0.214,3.647,Positive
family,nana,da,fr,nˈana,nanˈa,1.000,0.220,0.214,3.647,Positive
emotions,euphoria,hu,el,ˈɛufoːriɑ,ˌeforˈia,0.857,0.186,0.184,3.646,Positive
emotions,ecstasy,hu,el,ˈɛtʃtɑʃi,ˈekstasˌi,0.857,0.186,0.184,3.646,Positive
emotions,panic,en,hu,pˈænɪk,pˈaːnik,1.000,0.209,0.217,3.646,Positive
emotions,zest,en,hu,zˈɛst,zˈɛʃt,1.000,0.209,0.217,3.646,Positive
family,nana,pl,NB,nˈana,nˈanɑ,1.000,0.227,0.212,3.646,Positive
family,papa,pl,NB,pˈapa,pˈɑpːɑ,1.000,0.227,0.212,3.646,Positive
family,partner,pl,NB,pˈartnɛr,pˈɑrtnər,1.000,0.227,0.212,3.646,Positive
family,clan,pl,NB,klˈan,klˈan,1.000,0.227,0.212,3.646,Positive
family,nana,cs,NB,nˈana,nˈanɑ,1.000,0.223,0.213,3.644,Positive
family,clan,cs,NB,klˈan,klˈan,1.000,0.223,0.213,3.644,Positive
family,partner,cs,NB,pˈartner,pˈɑrtnər,1.000,0.223,0.213,3.644,Positive
family,papa,cs,NB,pˈapa,pˈɑpːɑ,1.000,0.223,0.213,3.644,Positive
family,clan,de,ro,klˈɑːn,klˈan,1.000,0.244,0.208,3.641,Positive
family,pop,de,ro,pˈoːp,pˈop,1.000,0.244,0.208,3.641,Positive
family,mama,de,ro,mˈɑmɑː,mˈama,1.000,0.244,0.208,3.641,Positive
body,organs,de,pl,ɔɾɡˈɑːnə,ɔrɡˈanɨ,0.833,0.160,0.185,3.638,Positive
business,marketing,hu,el,mˈɑrkɛtinɡ,mˈarcetˌinɡ,0.889,0.200,0.189,3.638,Positive
body,iris,cs,fr,ˈiris,iʁˈis,1.000,0.199,0.220,3.634,Positive
shopping,bill,en,es,bˈɪl,bˈiʎ,1.000,0.257,0.204,3.634,Positive
personal qualities,practical,ro,el,prˈaktik,prˌaktikˈo,0.875,0.208,0.184,3.633,Positive
personal qualities,demonic,ro,el,demˈonik,ðˌemonikˈo,0.875,0.208,0.184,3.633,Positive
personal qualities,dainty,ro,el,dˌelikˈat,dˌelikˈato,0.875,0.208,0.184,3.633,Positive
emotions,agony,PT-PT,el,ˌɐɡunˈiɐ,ˌaɣonˈia,0.833,0.203,0.174,3.629,Positive
emotions,nirvana,de,pl,nˈɪɾvanˌɑː,ɲirvˈana,1.000,0.206,0.219,3.621,Positive
emotions,shock,de,pl,ʃˈɔk,ʃˈɔk,1.000,0.206,0.219,3.621,Positive
emotions,alarm,de,pl,alˈaɾm,ˈalarm,1.000,0.206,0.219,3.621,Positive
emotions,terror,de,pl,tˈɛroːɾ,tˈɛrɔr,1.000,0.206,0.219,3.621,Positive
shopping,markdown,cs,it,mˈarkdovn,mˈarkdown,0.875,0.238,0.176,3.619,Positive
body,adenoids,cs,el,ˈadenˌoidi,ˌaðenˌoiðˈi,1.000,0.216,0.217,3.618,Positive
body,pore,cs,el,pˈoːri,pˈori,1.000,0.216,0.217,3.618,Positive
body,pinky,cs,el,pˈiŋki,(en)pˈɪŋki(el),1.000,0.216,0.217,3.618,Positive
shopping,coupon,de,el,kˈuːpoːn,kupˈoni,0.833,0.179,0.181,3.616,Positive
house,garage,it,NB,ɡarˈaʒ,ɡˈarɑʃa,0.833,0.204,0.174,3.612,Positive
shopping,electronics,nl,es,ˌeːlɛktrˈoːnikˌaː,ˌelektɾˈonika,1.000,0.246,0.209,3.606,Positive
shopping,bill,nl,es,bˈɪl,bˈiʎ,1.000,0.246,0.209,3.606,Positive
furniture,fauteuil,it,hu,faʊteˈuil,fˈɑutɛuil,1.000,0.230,0.214,3.603,Positive
furniture,tansu,it,hu,tˈansʊ,tˈɑnʃu,1.000,0.230,0.214,3.603,Positive
furniture,futon,it,hu,fˈuton,fˈuton,1.000,0.230,0.214,3.603,Positive
house,garage,de,it,ɡarˈɑʒə,ɡarˈaʒ,0.833,0.209,0.173,3.602,Positive
house,fireplace,de,it,kamˈiːn,kamˈino,0.833,0.209,0.173,3.602,Positive
house,library,nl,PT-PT,bˌɪbliɔtˈeːk,bˌibliutˈɛkɐ,0.800,0.198,0.167,3.600,Positive
emotions,sympathy,da,hu,sˌʔympatˈʔi,sˈimpaːtiɑ,0.875,0.172,0.196,3.587,Positive
shopping,label,es,el,ˌetikˈeta,ˌeticˈeta,0.857,0.221,0.177,3.585,Positive
business,temp,en,el,tˈɛmp,(en)tˈɛmp(el),1.000,0.219,0.218,3.584,Positive
business,mainframe,en,el,mˈeɪnfɹeɪm,(en)mˈeɪnfɹeɪm(el),1.000,0.219,0.218,3.584,Positive
business,copyright,en,el,kˈɑːpɪɹˌaɪt,(en)kˈɒpɪɹˌaɪt(el),1.000,0.219,0.218,3.584,Positive
business,fax,en,el,fˈæks,fˈaks,1.000,0.219,0.218,3.584,Positive
business,perk,en,el,pˈɜːk,(en)pˈɜːk(el),1.000,0.219,0.218,3.584,Positive
business,net,en,el,nˈɛt,(en)nˈɛt(el),1.000,0.219,0.218,3.584,Positive
business,online,en,el,ˈɑːnlaɪn,(en)ˈɒnlaɪn(el),1.000,0.219,0.218,3.584,Positive
business,winwin,en,el,wˈɪnwɪn,(en)wˈɪnwɪn(el),1.000,0.219,0.218,3.584,Positive
house,porch,hu,el,vˈɛrɑndɑ,verˈada,0.857,0.184,0.188,3.583,Positive
business,net,fr,hu,nˈɛt,nˈɛt,1.000,0.215,0.219,3.583,Positive
business,memo,fr,hu,memˈo,mˈɛmo,1.000,0.215,0.219,3.583,Positive
business,fax,fr,hu,fˈaks,fˈɑks,1.000,0.215,0.219,3.583,Positive
house,inglenook,en,PT-PT,ɪŋɡlˈɛnʊk,ˌiŋɡlɨnˈʊk,0.875,0.218,0.184,3.581,Positive
body,anatomy,da,hu,ˌanatˈʔomˈʔi,ˈɑnɑtoːmiɑ,0.875,0.171,0.197,3.579,Positive
