topic,source_word,en,de,nl,cs,it,es,PT-PT,ro,da,fr,pl,hu,el,NB
animals,heron,heron,reiher,,,,garza,garça,,,,,,,
animals,herring,herring,hering,,,,arenque,arenque,,,,,,,
animals,hippo,hippo,nilpferd,,,,hipopótamo,hipopótamo,,,,,,,
animals,hippopotamus,hippopotamus,nilpferd,,,,hipopótamo,hipopótamo,,,,,,,
animals,honey bee,honey bee,honigbiene,,,,abeja melífera,abelha melífera,,,,,,,
animals,hornet,hornet,hornisse,,,,avispón,vespa,,,,,,,
animals,horse,horse,pferd,,,,caballo,cavalo,,,,,,,
animals,horseshoe crab,horseshoe crab,pfeilschwanzkrebs,,,,cangrejo herradura,caranguejo-ferradura,,,,,,,
animals,hound,hound,jagdhund,,,,sabueso,cão de caça,,,,,,,
animals,house fly,house fly,stubenfliege,,,,mosca doméstica,mosca doméstica,,,,,,,
animals,howler monkey,howler monkey,brüllaffe,,,,mono aullador,macaco uivador,,,,,,,
animals,human being,human being,menschliches wesen,,,,ser humano,ser humano,,,,,,,
animals,hummingbird,hummingbird,kolibri,,,,colibrí,beija-flor,,,,,,,
animals,humpback whale,humpback whale,buckelwal,,,,ballena jorobada,baleia jubarte,,,,,,,
animals,husky,husky,husky,,,,husky,husky,,,,,,,
animals,hyena,hyena,hyäne,,,,hiena,hiena,,,,,,,
animals,hyracotherium,hyracotherium,hyracotherium,,,,hyracotherium,hiracotério,,,,,,,
animals,hyrax,hyrax,hyrax,,,,hyrax,hyrax,,,,,,,
animals,ibis,ibis,ibis,,,,ibis,ibis,,,,,,,
animals,ichthyornis,ichthyornis,ichthyornis,,,,ichthyornis,ichthyornis,,,,,,,
animals,ichthyosaurus,ichthyosaurus,ichthyosaurus,,,,ictiosaurio,ictiossauro,,,,,,,
animals,iguana,iguana,leguan,,,,iguana,iguana,,,,,,,
animals,iguanodon,iguanodon,iguanodon,,,,iguanodon,iguanodonte,,,,,,,
animals,imago,imago,imago,,,,imago,imago,,,,,,,
animals,impala,impala,impala,,,,impala,impala,,,,,,,
animals,indian elephant,indian elephant,indischer elefant,,,,elefante indio,elefante indiano,,,,,,,
animals,insect,insect,insekt,,,,insecto,inseto,,,,,,,
animals,insectivores,insectivores,insektenfresser,,,,insectívoros,insectívoros,,,,,,,
animals,invertebrates,invertebrates,wirbellose tiere,,,,invertebrados,invertebrados,,,,,,,
animals,irish setter,irish setter,irischer dichter,,,,setter irlandés,setter irlandês,,,,,,,
animals,isopod,isopod,asseln,,,,isópodos,isópode,,,,,,,
animals,jack rabbit,jack rabbit,kaninchen,,,,conejo,coelho-macho,,,,,,,
animals,jack russell terrier,jack russell terrier,jack-russell-terrier,,,,jack russell terrier,jack russell terrier,,,,,,,
animals,jaguar,jaguar,jaguar,,,,jaguar,jaguar,,,,,,,
animals,janenschia,janenschia,janenschia,,,,janenschia,janenschia,,,,,,,
animals,japanese crane,japanese crane,japanischer kranich,,,,grulla japonesa,grua japonesa,,,,,,,
animals,javelina,javelina,javelina,,,,javelina,javelina,,,,,,,
animals,jay,jay,jay,,,,jay,gaio,,,,,,,
animals,jellyfish,jellyfish,quallen,,,,medusa,medusa,,,,,,,
animals,jerboa,jerboa,jerboa,,,,jerboa,jerboa,,,,,,,
animals,joey,joey,joey,,,,joey,joãozinho,,,,,,,
animals,john dory,john dory,ruderwels,,,,john dory,joão-de-barro,,,,,,,
animals,jumping bean moth,jumping bean moth,springende bohnenmotte,,,,polilla saltarina de la judía,traça do feijão saltador,,,,,,,
animals,junco,junco,junco,,,,junco,junco,,,,,,,
animals,junebug,junebug,junebug,,,,junebug,junebug,,,,,,,
animals,kakapo,kakapo,kakapo,,,,kakapo,kakapo,,,,,,,
animals,kangaroo,kangaroo,känguru,,,,canguro,canguru,,,,,,,
animals,kangaroo rat,kangaroo rat,kängururatte,,,,rata canguro,rato-canguru,,,,,,,
animals,karakul,karakul,karakul,,,,karakul,karakul,,,,,,,
animals,katydid,katydid,katydid,,,,katydid,caturra,,,,,,,
animals,keelbilled toucan,keelbilled toucan,klappertukan,,,,tucán keelbilled,tucano-de-bico-direito,,,,,,,
animals,kentrosaurus,kentrosaurus,kentrosaurus,,,,kentrosaurus,kentrosaurus,,,,,,,
animals,killer whale,killer whale,killerwal,,,,orca,baleia assassina,,,,,,,
animals,king cobra,king cobra,königskobra,,,,rey cobra,cobra rei,,,,,,,
animals,king crab,king crab,königskrabbe,,,,cangrejo real,caranguejo real,,,,,,,
animals,kinkajou,kinkajou,kinkajou,,,,kinkajou,kinkajou,,,,,,,
animals,kiwi,kiwi,kiwi,,,,kiwi,kiwi,,,,,,,
animals,knobbed whelk,knobbed whelk,noppenhechtling,,,,bocina nudosa,búzio com espiga,,,,,,,
animals,koala,koala,koala,,,,koala,coala,,,,,,,
animals,komodo dragon,komodo dragon,komodowaran,,,,dragón de komodo,dragão de komodo,,,,,,,
animals,kookaburra,kookaburra,kookaburra,,,,cucaburra,kookaburra,,,,,,,
animals,krill,krill,krill,,,,krill,krill,,,,,,,
animals,kronosaurus,kronosaurus,kronosaurus,,,,kronosaurus,kronossauro,,,,,,,
animals,kudu,kudu,kudu,,,,kudu,kudu,,,,,,,
animals,labrador retriever,labrador retriever,labrador retriever,,,,labrador retriever,labrador retriever,,,,,,,
animals,ladybug,ladybug,marienkäfer,,,,mariquita,joaninha,,,,,,,
animals,lagomorph,lagomorph,lagomorph,,,,lagomorfo,lagomorfo,,,,,,,
animals,lake trout,lake trout,seeforelle,,,,trucha de lago,truta do lago,,,,,,,
animals,lanternfish,lanternfish,laternenfisch,,,,pez linterna,peixe-lanterna,,,,,,,
animals,larva,larva,larve,,,,larva,larva,,,,,,,
animals,leafcutter ant,leafcutter ant,blattschneiderameise,,,,hormiga cortadora de hojas,formiga cortadeira,,,,,,,
animals,leghorn,leghorn,leghorn,,,,leghorn,pernilongo,,,,,,,
animals,lemming,lemming,lemming,,,,lemming,lemingue,,,,,,,
animals,lemon shark,lemon shark,zitronenhai,,,,tiburón limón,tubarão-limão,,,,,,,
animals,lemur,lemur,lemur,,,,lémur,lémure,,,,,,,
animals,leopard,leopard,leopard,,,,leopardo,leopardo,,,,,,,
animals,lhasa apso,lhasa apso,lhasa apso,,,,lhasa apso,lhasa apso,,,,,,,
animals,lice,lice,läuse,,,,piojos,piolhos,,,,,,,
animals,lightning bug,lightning bug,glühwürmchen,,,,luciérnaga,inseto-relâmpago,,,,,,,
animals,limpet,limpet,napfschnecke,,,,lapa,lapa,,,,,,,
animals,lion,lion,löwe,,,,león,leão,,,,,,,
animals,liopleurodon,liopleurodon,liopleurodon,,,,liopleurodon,liopleurodon,,,,,,,
animals,lizard,lizard,eidechse,,,,lagarto,lagarto,,,,,,,
animals,llama,llama,lama,,,,llama,lhama,,,,,,,
animals,lobster,lobster,hummer,,,,langosta,lagosta,,,,,,,
animals,locust,locust,heuschrecke,,,,langosta,gafanhoto,,,,,,,
animals,loggerhead turtle,loggerhead turtle,unechte karettschildkröte,,,,tortuga boba,tartaruga cabeçuda,,,,,,,
animals,longhorn,longhorn,longhorn,,,,longhorn,chifre comprido,,,,,,,
animals,loon,loon,seetaucher,,,,somorgujo,mergulhão,,,,,,,
animals,lorikeet,lorikeet,lorikeet,,,,lorikeet,lagartixa,,,,,,,
animals,loris,loris,loris,,,,loris,loris,,,,,,,
animals,louse,louse,läuse,,,,piojo,piolho,,,,,,,
animals,luminous shark,luminous shark,leuchthai,,,,tiburón luminoso,tubarão luminoso,,,,,,,
animals,luna moth,luna moth,luna-motte,,,,polilla luna,traça da luna,,,,,,,
animals,lynx,lynx,luchs,,,,lince,lince,,,,,,,
animals,macaque,macaque,macaque,,,,macaco,macaco,,,,,,,
animals,macaw,macaw,aras,,,,guacamayo,arara,,,,,,,
animals,mackerel,mackerel,makrele,,,,caballa,cavala,,,,,,,
animals,macrauchenia,macrauchenia,macrauchenia,,,,macrauchenia,macrauchenia,,,,,,,
animals,maggot,maggot,maden,,,,gusano,larva,,,,,,,
animals,mako shark,mako shark,makohai,,,,tiburón mako,tubarão-mako,,,,,,,
animals,mallard duck,mallard duck,stockente,,,,ánade real,pato-real,,,,,,,
animals,mamba,mamba,mamba,,,,mamba,mamba,,,,,,,
animals,mammal,mammal,säugetier,,,,mamífero,mamífero,,,,,,,
animals,mammoth,mammoth,mammut,,,,mamut,mamute,,,,,,,
animals,manatee,manatee,manatee,,,,manatí,peixe-boi,,,,,,,
animals,mandrill,mandrill,mandrill,,,,mandril,mandril,,,,,,,
animals,manowar,manowar,manowar,,,,manowar,manowar,,,,,,,
animals,manta ray,manta ray,mantarochen,,,,manta raya,raia-manta,,,,,,,
animals,mantid,mantid,gottesanbeterin,,,,mantid,manta,,,,,,,
animals,mantis,mantis,gottesanbeterin,,,,mantis,louva-a-deus,,,,,,,
animals,marbled murrelet,marbled murrelet,marmorbrustvogel,,,,mérgulo jaspeado,murreta-marmoreada,,,,,,,
animals,marine mammals,marine mammals,meeressäugetiere,,,,mamíferos marinos,mamíferos marinhos,,,,,,,
animals,marmoset,marmoset,seidenäffchen,,,,tití,saguim,,,,,,,
animals,marmot,marmot,murmeltier,,,,marmota,marmota,,,,,,,
animals,marsupial,marsupial,beuteltier,,,,marsupial,marsupial,,,,,,,
animals,mastiff,mastiff,mastiff,,,,mastín,mastim,,,,,,,
animals,mastodon,mastodon,mastodon,,,,mastodonte,mastodonte,,,,,,,
animals,meadowlark,meadowlark,wiesenlerche,,,,alondra de los prados,cotovia,,,,,,,
animals,mealworm,mealworm,mehlwurm,,,,gusano de la harina,larva da farinha,,,,,,,
animals,meerkat,meerkat,erdmännchen,,,,suricata,suricata,,,,,,,
animals,megalodon,megalodon,megalodon,,,,megalodon,megalodonte,,,,,,,
animals,megamouth shark,megamouth shark,großmaulhai,,,,tiburón megamouth,tubarão megamouth,,,,,,,
animals,merganser,merganser,gänsesäger,,,,esmerejón,pato-mergulhão,,,,,,,
animals,mice,mice,mäuse,,,,ratones,ratos,,,,,,,
animals,midge,midge,mücke,,,,jején,mosquito,,,,,,,
animals,migrate,migrate,migrieren,,,,migrar,migrar,,,,,,,
animals,millipede,millipede,tausendfüßler,,,,milpiés,milípede,,,,,,,
animals,mink,mink,nerz,,,,visón,marta,,,,,,,
animals,minnow,minnow,elritze,,,,pececillo,peixe-anão,,,,,,,
animals,moa,moa,moa,,,,moa,moa,,,,,,,
animals,mockingbird,mockingbird,spottdrossel,,,,sinsonte,pássaro zombeteiro,,,,,,,
animals,mole,mole,maulwurf,,,,topo,toupeira,,,,,,,
animals,mollusk,mollusk,molluske,,,,molusco,molusco,,,,,,,
animals,monarch butterfly,monarch butterfly,monarchfalter,,,,mariposa monarca,borboleta monarca,,,,,,,
animals,mongoose,mongoose,mongoose,,,,mangosta,mangusto,,,,,,,
animals,monitor lizard,monitor lizard,waran,,,,lagarto monitor,lagarto-monitor,,,,,,,
animals,monkey,monkey,affen,,,,mono,macaco,,,,,,,
animals,monotreme,monotreme,monotreme,,,,monotreme,monotrema,,,,,,,
animals,moose,moose,elch,,,,alce,alce,,,,,,,
animals,moray eel,moray eel,muräne,,,,morena,moreia,,,,,,,
animals,morganucodon,morganucodon,morganucodon,,,,morganucodon,morganucodon,,,,,,,
animals,morpho butterfly,morpho butterfly,morpho-schmetterling,,,,mariposa morfo,borboleta morfina,,,,,,,
animals,mosquito,mosquito,stechmücke,,,,mosquito,mosquito,,,,,,,
animals,moth,moth,motte,,,,polilla,traça,,,,,,,
animals,mountain lion,mountain lion,berglöwe,,,,puma,leão da montanha,,,,,,,
animals,mouse,mouse,maus,,,,ratón,rato,,,,,,,
animals,mudpuppy,mudpuppy,mudpuppy,,,,mudpuppy,cachorrinho de lama,,,,,,,
animals,musk ox,musk ox,moschusochse,,,,buey almizclero,boi almiscarado,,,,,,,
animals,muskrat,muskrat,bisamratte,,,,rata almizclera,rato almiscarado,,,,,,,
animals,mussels,mussels,muscheln,,,,mejillones,mexilhões,,,,,,,
animals,mustelids,mustelids,musteliden,,,,mustélidos,mustelídeos,,,,,,,
animals,nabarlek,nabarlek,nabarlek,,,,nabarlek,nabarlek,,,,,,,
animals,naked molerat,naked molerat,nacktmulle,,,,molerat desnudo,molerat nua,,,,,,,
animals,nandu,nandu,nandu,,,,nandu,nandu,,,,,,,
animals,narwhal,narwhal,einhorn,,,,narval,narval,,,,,,,
animals,nautilus,nautilus,nautilus,,,,nautilus,náutilo,,,,,,,
animals,nene,nene,nene,,,,nene,nenê,,,,,,,
animals,nest,nest,nest,,,,nido,ninho,,,,,,,
animals,newt,newt,newt,,,,tritón,tritão,,,,,,,
animals,nightingale,nightingale,nachtigall,,,,ruiseñor,rouxinol,,,,,,,
animals,ninebanded armadillo,ninebanded armadillo,neunbindengürteltier,,,,armadillo de nueve bandas,tatu de nove bandas,,,,,,,
animals,north american beaver,north american beaver,nordamerikanischer biber,,,,castor norteamericano,castor norte-americano,,,,,,,
animals,north american porcupine,north american porcupine,nordamerikanisches stachelschwein,,,,puercoespín norteamericano,porco-espinho da américa do norte,,,,,,,
animals,northern cardinal,northern cardinal,nordkardinal,,,,cardenal boreal,cardeal do norte,,,,,,,
animals,northern elephant seal,northern elephant seal,nördlicher seeelefant,,,,elefante marino del norte,elefante-marinho do norte,,,,,,,
animals,northern fur seal,northern fur seal,nördliche pelzrobbe,,,,foca peletera del norte,foca-do-norte,,,,,,,
animals,northern right whale,northern right whale,nördlicher glattwal,,,,ballena franca boreal,baleia franca do norte,,,,,,,
animals,numbat,numbat,numbat,,,,numbat,numbat,,,,,,,
animals,nurse shark,nurse shark,ammenhai,,,,tiburón nodriza,tubarão-lixa,,,,,,,
animals,nuthatch,nuthatch,kleiber,,,,trepador azul,pica-pau,,,,,,,
animals,nutria,nutria,nutria,,,,nutria,nútria,,,,,,,
animals,nymph,nymph,nymphe,,,,ninfa,ninfa,,,,,,,
animals,ocelot,ocelot,ozelot,,,,ocelote,jaguatirica,,,,,,,
animals,octopus,octopus,oktopus,,,,pulpo,polvo,,,,,,,
animals,okapi,okapi,okapi,,,,okapi,okapi,,,,,,,
animals,old english sheepdog,old english sheepdog,alter englischer schäferhund,,,,viejo perro pastor inglés,cão pastor inglês antigo,,,,,,,
animals,onager,onager,onager,,,,onager,onagro,,,,,,,
animals,opossum,opossum,opossum,,,,zarigüeya,gambá,,,,,,,
animals,orangutan,orangutan,orang-utan,,,,orangután,orangotango,,,,,,,
animals,orca,orca,orca,,,,orca,orca,,,,,,,
animals,oregon silverspot butterfly,oregon silverspot butterfly,oregon-silberfleck-schmetterling,,,,mariposa silverspot de oregón,borboleta mancha de prata do oregon,,,,,,,
animals,oriole,oriole,pirole,,,,oropéndola,oriole,,,,,,,
animals,ornitholestes,ornitholestes,ornitholestes,,,,ornitholestes,ornitolestes,,,,,,,
animals,ornithomimus,ornithomimus,ornithomimus,,,,ornithomimus,ornitomimus,,,,,,,
animals,oropendola,oropendola,oropendola,,,,oropéndola,oropêndola,,,,,,,
animals,orthacanthus,orthacanthus,orthacanthus,,,,orthacanthus,ortacanto,,,,,,,
animals,oryx,oryx,oryx,,,,oryx,órix,,,,,,,
animals,ostrich,ostrich,strauß,,,,avestruz,avestruz,,,,,,,
animals,otter river,otter river,otterfluss,,,,río de las nutrias,rio das lontras,,,,,,,
animals,otter sea,otter sea,ottersee,,,,mar de nutrias,mar lontra,,,,,,,
animals,oviraptor,oviraptor,oviraptor,,,,oviraptor,oviraptor,,,,,,,
animals,owl,owl,eule,,,,búho,coruja,,,,,,,
animals,oxpecker,oxpecker,oxpecker,,,,oxpecker,oxpecker,,,,,,,
animals,oyster,oyster,austern,,,,ostra,ostra,,,,,,,
animals,painted lady butterfly,painted lady butterfly,distelfalter,,,,mariposa dama pintada,borboleta dama pintada,,,,,,,
animals,painted turtle,painted turtle,lackschildkröte,,,,tortuga pintada,tartaruga pintada,,,,,,,
animals,panda,panda,panda,,,,panda,panda,,,,,,,
animals,pangolin,pangolin,schuppentier,,,,pangolín,pangolim,,,,,,,
animals,panther,panther,panther,,,,pantera,pantera,,,,,,,
animals,parakeet,parakeet,sittich,,,,periquito,periquito,,,,,,,
animals,parrot,parrot,papagei,,,,loro,papagaio,,,,,,,
animals,peacock,peacock,pfau,,,,pavo real,pavão,,,,,,,
animals,peafowl,peafowl,pfau,,,,pavo real,pavão,,,,,,,
animals,pekingese,pekingese,pekinese,,,,pequinés,pequinês,,,,,,,
animals,pelican,pelican,pelikan,,,,pelícano,pelicano,,,,,,,
animals,penguin,penguin,pinguin,,,,pingüino,pinguim,,,,,,,
animals,peregrine falcon,peregrine falcon,wanderfalke,,,,halcón peregrino,falcão peregrino,,,,,,,
animals,perissodactyls,perissodactyls,perissodactyls,,,,perisodáctilos,perissodáctilos,,,,,,,
animals,petrel,petrel,sturmvogel,,,,petrel,petréis,,,,,,,
animals,pig,pig,schwein,,,,cerdo,porco,,,,,,,
animals,pigeon,pigeon,taube,,,,paloma,pombo,,,,,,,
animals,pika,pika,pika,,,,pika,pika,,,,,,,
animals,pill bug,pill bug,pillenwanze,,,,virus de la pastilla,inseto dos comprimidos,,,,,,,
animals,pinnipeds,pinnipeds,tausendfüßler,,,,pinnípedos,pinípedes,,,,,,,
animals,piranha,piranha,piranha,,,,piraña,piranha,,,,,,,
animals,placental mammals,placental mammals,plazentasäugetiere,,,,mamíferos placentarios,mamíferos placentários,,,,,,,
animals,plankton,plankton,plankton,,,,plancton,plâncton,,,,,,,
animals,platybelodon,platybelodon,platybelodon,,,,platybelodon,platibelodonte,,,,,,,
animals,platypus,platypus,schnabeltier,,,,ornitorrinco,ornitorrinco,,,,,,,
animals,ploughshare tortoise,ploughshare tortoise,pflugschar-schildkröte,,,,tortuga de arado,tartaruga de arado,,,,,,,
animals,plover,plover,kiebitz,,,,chorlito,tarambola,,,,,,,
animals,polar bear,polar bear,eisbär,,,,oso polar,urso polar,,,,,,,
animals,polliwog,polliwog,polliwog,,,,polliwog,polliwog,,,,,,,
animals,pomeranian,pomeranian,pomeranian,,,,pomerania,pomerano,,,,,,,
animals,pompano,pompano,pompano,,,,pompano,pompano,,,,,,,
animals,pond skater,pond skater,schlittschuhläufer,,,,patinador de estanque,patinador de lago,,,,,,,
animals,poodle,poodle,pudel,,,,caniche,caniche,,,,,,,
animals,porcupine,porcupine,stachelschwein,,,,puercoespín,porco-espinho,,,,,,,
animals,porpoise,porpoise,schweinswal,,,,marsopa,boto,,,,,,,
animals,port jackson shark,port jackson shark,port jackson hai,,,,tiburón de puerto jackson,tubarão de porto jackson,,,,,,,
animals,portuguese water dog,portuguese water dog,portugiesischer wasserhund,,,,perro de agua portugués,cão de água português,,,,,,,
animals,postosuchus,postosuchus,postosuchus,,,,postosuchus,postosuchus,,,,,,,
animals,prairie chicken,prairie chicken,präriehuhn,,,,pollo de las praderas,galinha da pradaria,,,,,,,
animals,praying mantid,praying mantid,gottesanbeterin,,,,mantis religiosa,manta orante,,,,,,,
animals,praying mantis,praying mantis,gottesanbeterin,,,,mantis religiosa,louva-a-deus,,,,,,,
animals,primates,primates,primaten,,,,primates,primatas,,,,,,,
animals,proboscideans,proboscideans,rüsseltiere,,,,proboscídeos,proboscídeos,,,,,,,
animals,pronghorn,pronghorn,gabelbock,,,,berrendo,chifre-de-papagaio,,,,,,,
animals,protozoan,protozoan,protozoen,,,,protozoos,protozoário,,,,,,,
animals,pufferfish,pufferfish,kugelfisch,,,,pez globo,baiacu,,,,,,,
animals,puffin,puffin,papageientaucher,,,,frailecillo,papagaio-do-mar,,,,,,,
animals,pug,pug,mops,,,,carlino,pug,,,,,,,
animals,puma,puma,puma,,,,puma,puma,,,,,,,
animals,pupa,pupa,verpuppung,,,,pupa,pupa,,,,,,,
animals,pupfish,pupfish,welpenfisch,,,,pupfish,cachalote,,,,,,,
animals,python,python,python,,,,python,pitão,,,,,,,
animals,quaesitosaurus,quaesitosaurus,quaesitosaurus,,,,quaesitosaurus,quaesitosaurus,,,,,,,
animals,quagga,quagga,quagga,,,,quagga,quagga,,,,,,,
animals,quail,quail,wachtel,,,,codorniz,codorniz,,,,,,,
animals,queen alexandras birdwing,queen alexandras birdwing,alexandras vogelschwinge,,,,reina alejandrina birdwing,asa de pássaro da rainha alexandras,,,,,,,
animals,queen conch,queen conch,muschelkönigin,,,,concha reina,concha rainha,,,,,,,
animals,quetzal,quetzal,quetzal,,,,quetzal,quetzal,,,,,,,
animals,quokka,quokka,quokka,,,,quokka,quokka,,,,,,,
animals,quoll,quoll,quoll,,,,quoll,quoll,,,,,,,
animals,rabbit,rabbit,kaninchen,,,,conejo,coelho,,,,,,,
animals,raccoon,raccoon,waschbär,,,,mapache,guaxinim,,,,,,,
animals,rat,rat,ratte,,,,rata,rato,,,,,,,
animals,rattlesnake,rattlesnake,klapperschlange,,,,serpiente de cascabel,cascavel,,,,,,,
animals,ray,ray,ray,,,,rayo,raio,,,,,,,
animals,red hooded duck,red hooded duck,rote kapuzenente,,,,pato con capucha roja,pato de capuz vermelho,,,,,,,
animals,red kangaroo,red kangaroo,rotes känguru,,,,canguro rojo,canguru vermelho,,,,,,,
animals,red panda,red panda,roter panda,,,,panda rojo,panda vermelho,,,,,,,
animals,red wolf,red wolf,rotwolf,,,,lobo rojo,lobo vermelho,,,,,,,
animals,redbilled oxpecker,redbilled oxpecker,rotschnabel-madenhacker,,,,búho real,pica-pau-de-bico-vermelho,,,,,,,
animals,redtailed hawk,redtailed hawk,rotschwanzbussard,,,,aguililla cola roja,falcão de cauda vermelha,,,,,,,
animals,reindeer,reindeer,rentier,,,,reno,rena,,,,,,,
animals,reptile,reptile,reptil,,,,reptil,réptil,,,,,,,
animals,rhea,rhea,rhea,,,,ñandú,rhea,,,,,,,
animals,rhino,rhino,nashorn,,,,rinoceronte,rinoceronte,,,,,,,
animals,rhinoceros,rhinoceros,nashorn,,,,rinoceronte,rinoceronte,,,,,,,
animals,rhode island red,rhode island red,rhode island rot,,,,rojo rhode island,rhode island red,,,,,,,
animals,right whale,right whale,glattwal,,,,ballena franca,baleia franca,,,,,,,
animals,ringbilled gull,ringbilled gull,ringschnabelmöwe,,,,gaviota cabecinegra,gaivota-de-bico-vermelho,,,,,,,
animals,ringtail possum,ringtail possum,ringelschwanz opossum,,,,zarigüeya de cola anillada,gambá de cauda anelada,,,,,,,
animals,ringtailed lemur,ringtailed lemur,ringelschwanzlemur,,,,lémur de cola anillada,lémure de cauda anelada,,,,,,,
animals,river otter,river otter,flussotter,,,,nutria de río,lontra de rio,,,,,,,
animals,roach,roach,kakerlake,,,,cucaracha,barata,,,,,,,
animals,roadrunner,roadrunner,roadrunner,,,,correcaminos,quadrúpede,,,,,,,
animals,robin,robin,robin,,,,robin,robin,,,,,,,
animals,rock dove,rock dove,felsentaube,,,,paloma de roca,pomba-das-rochas,,,,,,,
